,komentar,kategori,label,clean_text
877,Wajah lonte habis nyepong,hate speech,1,wajah lonte habis nyepong
878,"Nitip sendal jepit saya yah, kabarin kalau akun nya hilang lagi",hate speech,1,nitip sendal jepit yah kabarin akun nya hilang
879,HAHAHA MUSANG BIRAHI,hate speech,1,hahaha musang birah
880,kontol,hate speech,1,kontol
881,SI ANJING LAGI MELET MELET BAEE –•–•,hate speech,1,si anjing melet melet baee
882,LONTE,hate speech,1,lonte
883,Oh pantes turunan iblis wkwk ..,hate speech,1,oh turun iblis wkwk
884,panjang benar kayak lidah anjing,hate speech,1,lidah anjing
885,"ogah banget sama lo anjing, saya doain ada kuda yang narik jilbab lo",hate speech,1,ogah banget anjing doa kuda narik jilbab
886,Muka sangean anjing,hate speech,1,muka sangean anjing
887,"Orang kaya gini yang bisa diandelin cuma bool dan toket , kalau otaknya mah kosong",hate speech,1,orang kaya diandelin bool toket otak mah kosong
888,Mukenye Kek KONTOL,hate speech,1,mukenye kontol
889,Percuma berhijab lu binatang,hate speech,1,hijab binatang
890,"Cemen banget komentarnya di nonaktifin , cupu",hate speech,1,cemen banget komentar nonaktifin cupu
891,Ini jangan kasih ruang buat dia lagi penjarakan terus gimana sampai sekarang gak di penjarakan,hate speech,1,kasih ruang penjara tidak penjara
892,Bibirnya mau saya jahit lo mbak,hate speech,1,bibir jahit mbak
893,"Kenapa ga main dipornhub saja si, kalau emang doyan, dijamin video lu laku keras",hate speech,1,tidak main dipornhub si emang doyan jamin video laku kera
894,Hapus ini foto penista agama,hate speech,1,hapus foto nista agama
895,Sih LONte... Mulai aktif‚,hate speech,1,sih lonte aktif
896,Oklin coba next makan tai juga,hate speech,1,oklin coba next makan tai
897,Konten gak bermutu. Orangtua lo kasih makan apa sih sampai lo bisa buat konten makan eskrim begitu??? ‚‘,hate speech,1,konten tidak mutu orangtua kasih makan sih konten makan eskrim
898,OALAH. SI PENGUMBAR AURAT BERKEDOK JILBAB SUDAH AKTIF TOH.,hate speech,1,oalah si umbar aurat kedok jilbab aktif
899,Dih kerudungan sih ketat dada diumbar2 ngakak saya mendingan Luh kutangan saja dah geli saya lihat nya,hate speech,1,dih kerudung sih ketat dada umbar tertawa mending kutang geli lihat nya
900,tetek lu kaya peler gajah,hate speech,1,tetek kaya peler gajah
901,"kalau bisa hapus aja semua post lu, lihat nya aja jijik",hate speech,1,hapus post lihat nya jijik
902,Rezim goblok,hate speech,1,rezim goblok
903,Mukanya kampungan gasih wkwk,hate speech,1,muka kampung tidak sih wkwk
904,Sampah,hate speech,1,sampah
905,Ga tahu malu‚,hate speech,1,tidak malu
906,kalau masih bikin konten fix GA TAU MALU,hate speech,1,bikin konten fix tidak tau malu
907,Jadi artis bokep aja mba,hate speech,1,artis bokep mbak
908,Komenan penuh ejekan dan bullyan.. yakin masih di pertahanin ‚,hate speech,1,komenan penuh ejek bullyan pertahanin
909,wkwk jejak digital ngeri,hate speech,1,wkwk jejak digital ngeri
910,Kaya lonte atau emang lonte??,hate speech,1,kaya lonte emang lonte
911,Jilat es krim lagi dong,hate speech,1,jilat e krim
912,lebih murah ini mah dari michat,hate speech,1,murah mah michat
913,buat konten yang lebih viral dari kemarin lg biar seru,hate speech,1,konten viral kemarin biar seru
914,Lonte ku,hate speech,1,lonte ku
915,Memalukan bngt lu jadi manusia,hate speech,1,malu bngt manusia
916,Lonte berwujud ukhti‚,hate speech,1,lonte wujud ukhti
917,Pro banget tutorial jilat kontol nya. Gak sekalian publish pas main. Pemersatu bangsa loh ‚,hate speech,1,pro banget tutorial jilat kontol nya tidak publish pa main bangsa loh
918,AYO UNFOLL BERSAMA GUYS,hate speech,1,ayo unfoll guy
919,Haha kok dihapus video jilat2 nya ‚,hate speech,1,haha hapus video jilat nya
920,Oplas dimana kak.. bagus wajahnya‚‚,hate speech,1,oplas kak bagus wajah
921,HAHA PALSU,hate speech,1,haha palsu
922,BaCOT BABI,hate speech,1,bacot babi
923,haram,hate speech,1,haram
924,Pacaran haram goblok,hate speech,1,pacar haram goblok
925,apaan banget si komen nya dasar orang orang gamon tolol,hate speech,1,banget si komen nya dasar orang orang gamon tolol
926,"JAGA KETIKAN LU SEMUA GOBLOK, SOTOY BANGET LU SEMUA JADI ORANG,",hate speech,1,jaga keti goblok sotoy banget orang
927, NGOMEN JELEK KAYAK MUKANYA yang NGETIK ANJING !!,hate speech,1,ngomen jelek muka ngetik anjing
928,Pelakor lagi makan apa,hate speech,1,pelakor makan
929,Najis,hate speech,1,najis
930,Sok imut Lo pelakor,hate speech,1,sok imut pelakor
931,Malu tai malu,hate speech,1,malu tai malu
932,Bersyukur lu azizah arhan bisa nerima masa lalu lu yang udah dipake mantan2 ups­,hate speech,1,syukur azizah arhan nerima pakai mantan ups
933,Udah jamet tukang rebut pacar orang,hate speech,1,jamet tukang rebut pacar orang
934,Pada iri  para haters udah mantan arhan baik baik aja kok  dia gak akan bunuh diri kan karna gak di halalin????‚,hate speech,1,iri hater mantan arhan tidak bunuh tidak halalin
935,Lo punya duit Lo punya kuasa makanya Lo beli manusia,hate speech,1,duit kuasa beli manusia
936,mba kamu ga cantik aneh mukanya,hate speech,1,mbak tidak cantik aneh muka
937,Pelakor tetap pelakor,hate speech,1,pelakor pelakor
938,"Curiga arhan punya utang ama keluarga ni cewek, terus terpaksa menikah­­",hate speech,1,curiga arhan utang keluarga ni cewek paksa meni
939,Minimal ketek nya di urus mbak,hate speech,1,minimal ketek nya urus mbak
940,Ketek masih item,hate speech,1,ketek item
941,JALAN JALAN UANG RAKYAT WKWK,hate speech,1,jalan jalan uang rakyat wkwk
942,cewe nakal ga cocok sm arhan ngevape pula terus yakin masih perawan‚,hate speech,1,cewek nakal tidak cocok arhan ngevape perawan
943,Jalan2 pke uang rakyat enak?,hate speech,1,jalan pakai uang rakyat enak
944,Baru kali ini ada cewek baru di putusin dan langsung di tinggal nikah tapi dihujat orang-orang sakit jiwa ,hate speech,1,kali cewek putusin langsung tinggal nikah hujat orangorang sakit jiwa
945,"PADA BILANG ""KEK TANTE LC"" GINI YA EMANG AZIZAH SALSA GAK PERNAH PAKE BAJU TERBUKA MATA LO KEMANA",hate speech,1,bilang tante lc ya emang azizah salsa tidak pakai baju buka mata
946,"norak lu yang nyalahin zize , gini deh kalau emang hubungan shella dan arhan lanjut emang lu semua tau endingnya",hate speech,1,norak nyalahin zize deh emang hubung shella arhan emang tau endingnya
947,Lah dia mh sengaja di aktifin biar ada yang ngundang podcast teruss jual cerita sedihnya,hate speech,1,mh sengaja aktifin biar ngundang podcast teruss jual cerita sedih
948,move on tolol. Mereka udah nikah,hate speech,1,move on tolol nikah
949,Tante Tante muka lu,hate speech,1,tante tante muka
950,"Judul film yang cocok buat mbak sell ""butuh jasa move on kelilingnya mbak‚",hate speech,1,judul film cocok mbak sell butuh jasa move on keliling mbak
951,gausah sok merasa paling tersakiti deh mba‚,hate speech,1,tidak sok sakit deh mbak
952,caper lol,hate speech,1,caper tertawa
953,Awas nanti komenan kalian dihapus sama si mba gamon,hate speech,1,awas komenan hapus si mbak gamon
954,MBA STOP NGERASA CANTIK DEH LO. SEMENJAK LO VIRAL karena DITINGGAL NIKAH LO JD PICK ME banget GA SEKELAS banget SAMA ZIZE­ STORY LO AJA PAID PROMOTE NETFLIX IPHONE MURAH ALAY banget­ MAU LO PUTUS JULY TETAP AJA LO BUKAN PILIHAN ARHAN DINIKAHIN BEDA KELAS BEDA AGAMA WOI SADAR DIRI MBAK SADAR jangan SOK ARTIS PICK ME GINI DEH,hate speech,1,mbak stop cantik deh semenjak viral tinggal nikah pick me banget tidak kelas banget zize story paid promote netflix iphone murah alay banget putus july pilih arhan dinikahin beda kelas beda agama woi sadar mbak sadar sok artis pick me deh
955,popo ko ganti nama jadi marshella?,hate speech,1,popo ko ganti nama marshella
956,KOK FANS S JADI NGERASA SI PALING TERSAKITI GINI? yang awalnya hujat menghujat kan lu semua. Semua di postingan vt zize pasti bawa2 kasian mbak S kasian mbak S giliran dihujat balik merasa tersakiti banget. lu pada juga suka nyasar ke vtnya zize sama arhan. giliran kita nyasar ke postingan S pada ngambek. lawak lo bocil,hate speech,1,fan s si sakit hujat hujat postingan vt zize bawa kasihan mbak s kasihan mbak s gilir hujat sakit banget suka nyasar vtnya zize arhan gilir nyasar postingan s ngambek lawak bocil
957,JASA NETFLIX KELILINGNYA KAKA BIAR GA GAMON HARGANYA 18K,hate speech,1,jasa netflix keliling kaka biar tidak gamon harga k
958,"jadi banyak endorse, jual iba simpati „„„„",hate speech,1,endorse jual iba simpati
959," sini sok paling tersakiti ups , make up lo menor tuh",hate speech,1,sok sakit ups pakai up menor tuh
960,Emang boleh se CAPER itu?‚,hate speech,1,emang caper
961,yang komen jahat ANJING lo kentot,hate speech,1,komen jahat anjing kentot
962,"kok bisa arhan suka modelan tante2 bgini? curiga dimanfaatin buat anu doang, kasihan banget",hate speech,1,arhan suka model tante bgini curiga dimanfaatin anu kasihan banget
963,Unsur nyindir nya dari mana coba emang agak lain ni belok2 otak nya,hate speech,1,unsur nyindir nya coba emang ni belok otak nya
964,Tante girang yang pengen dapat attention gini nih,hate speech,1,tante girang attention nih
965,"udah putus, beda agama, banyak gaya lagi",hate speech,1,putus beda agama gaya
966,HAHAHA MBA MENOR MENOLAK MOVE ON NIH YE,hate speech,1,hahaha mbak menor tolak move on nih ye
967,"shella emang pick me banget, playing victim dengan balesin komen netizen dan up sg galau galau mulu seakan ngegiring opini yang mana mojokin mantannya,",hate speech,1,shella emang pick me banget playing victim balesin komen netizen up sg galau galau mulu ngegiring opini mojokin mantan
968,Netizen emang kaya anjing,hate speech,1,netizen emang kaya anjing
969,mukanya kek tante ih cakepan juga zizee,hate speech,1,muka tante ih cakep zizee
970,Kek tante tante haha,hate speech,1,tante tante haha
971,Putus udah lama baru galau nya sekarang???????????????? caper ?,hate speech,1,putus galau nya caper
972,Kak mau malem pertama ya? Wkwk tapi sayang ga pantes pake baju itu‚,hate speech,1,kak malam ya wkwk sayang tidak pakai baju
973,Make up lu kayak joker,hate speech,1,pakai up joker
974,"fans kmu banyak bocil dan jamet shella:) terus ngusik komenan ig dan tiktok zize, pas aku buka ternyata kebanyakan bocil dan jamet, seharusnya kamu bikin sg untuk berhenti menghujat mereka, ",hate speech,1,fan bocil jamet shella ngusik komenan ig tiktok zize pa buka nyata bocil jamet bikin sg henti hujat
975,"makin lama makin kidding wkwk sok tersakiti , ",hate speech,1,kidding wkwk sok sakit
976,Norak lu tu ga direstuin,hate speech,1,norak tidak direstuin
977,Dia udah hamilin duluan ya kak? Makanya langsung dinikahi? ,hate speech,1,hamilin duluan ya kak langsung nikah
978,"TOLONG DONG MBA NYA ITU FANS MBAK NYA DIOMONGIN BIAR GA NEBAR HATE KOMEN DI IG ISTRI NYA ARHAN, GAJELAS BANGET NGATAIN sampai KE FISIK, LIKE IDOL LIKE FANS WKWK CUIH SAMPAH",hate speech,1,tolong mbak nya fan mbak nya diomongin biar tidak nebar hate komen ig istri nya arhan tidak banget fisik like idol like fan wkwk cuih sampah
979,"endorse terus neng? harusnya lu makasih sama @pratamaarhan8 @azizahsalsha_ berkat mereka, lu jadi banjir endorse wkwk‚",hate speech,1,endorse neng terimakasih pratamaarhan azizahsalsha berkat banjir endorse wkwk
980,jangan caper mba kasihan istri SAH kena hujat,hate speech,1,caper mbak kasihan istri sah kena hujat
981,"dapat endorse followers naik, kecipratan berkahnya juga kan lu shel dari pernikahan mantan lu, jd stop deh bikin sg galau2 yang bikin istrinya arhan makin dhujat",hate speech,1,endorse follower ciprat berkah shel nikah mantan stop deh bikin sg galau bikin istri arhan dhujat
982,PICK ME ANJIR,hate speech,1,pick me anjir
983,CAPER MOVE ON DONG,hate speech,1,caper move on
984, tolong dong bilang sama fans norak lo itu jaga ketikan di zize arhan udah sayang banget tu ke zize bilang samaa fans norak lo buat ga nyama nyamain lo sm zize jauh banget soalnya hehe,hate speech,1,tolong bilang fan norak jaga keti zize arhan sayang banget zize bilang samaa fan norak tidak nyama nyamain zize banget hehe
985,PICK ME GA DIAJAK SOK TERSAKITII YA,hate speech,1,pick me tidak ajak sok tersakitii ya
986,"Gak aneh si, kalau istrinya arhan di hujat, orang yang disini suka menggiring opini pake story tertentu",hate speech,1,tidak aneh si istri arhan hujat orang suka giring opini pakai story
987,STOP CAPER LO DIKENAL KARNA PERNAH PACARAN SAMA ARHAN­ TANPA PACARAN SM ARHAN LO JUGA GA DIKENAL SAMA SEMUA ORG ANJING GEDEG saya,hate speech,1,stop caper kenal pacar arhan pacar arhan tidak kenal orang anjing gedeg
988, STOP CAPER DRAMA DEH LO APA LG SOK seperti ARTIS SEKARANG DUH GERAM,hate speech,1,stop caper drama deh sok artis duh geram
989,Semangat capernya. Biar banyak endorse ¶,hate speech,1,semangat capernya biar endorse
990,nah ini popo banget,hate speech,1,popo banget
991,urusin noh fans lu mbak kek org gak sekolah bodoh nya,hate speech,1,urusin noh fan mbak orang tidak sekolah bodoh nya
992,kalau bukan jodoh mau jungkir balik juga ya gak bisaa dipaksa. Blok goblok,hate speech,1,jodoh jungkir ya tidak bisaa paksa blok goblok
993,"Memanfaatkan situasi biar dapat endorse, soalnya gaada yang belikan gincu merah lagi ya sel­",hate speech,1,manfaat situasi biar endorse tidak belikan gincu merah ya sel
994,Menor mbak,hate speech,1,menor mbak
995,"Jujur saya kesal lihat fans nya s shella pada gak ngotak,,, ",hate speech,1,jujur kesal lihat fan nya s shella tidak ngotak
996,Endorse elit move on sulit,hate speech,1,endorse elit move on sulit
997,YA GIMANA G DITINGGALIN ORG orang tuaNYA MATA DUITAN JUGAA wkwk YAKALI ANAK DPR DILOLOSIN GITU AJA KAN MAU NAIK DAUN APALAGI SAHBATNYA DI KOMPOR GAS ABIS MAKNYA BKIN PROVOKATOR WKWK GAK TERIMA KAU? HEI PANTEK DARI AWAL JG saya LIAT TUH PEMANASAN BANYAK WKWK MAU BKIIN IRI YA DEK? CEMAS KAH? PALAK KAU KAU SINI KU BANTENG,hate speech,1,ya tidak ditinggalin orang orang tua mata duit jugaa wkwk yakali anak dpr dilolosin daun sahbatnya kompor gas habis maknya bkin provokator wkwk tidak terima kau hei pantek lihat tuh panas wkwk bkiin iri ya dek cemas kah palak kau kau ku banteng
998,Ziza lo karna anak dpr jd lo punya kuasa mb shella kalau anak dpr jg pasti berkuasa bisa beli cowo yang bernama pratama arhan ganteng nga hitam iye‚,hate speech,1,ziza anak dpr kuasa mbak shella anak dpr kuasa beli cowok nama pratama arhan ganteng nga hitam iya
999,"gak jelas banget anjing netizen, di lapak sebelah nyuruh fans mba shel jangan ngehujat dia, eh di lapak mba shel fans sebelah malah ngehujat, wkwk minus otak lo pada",hate speech,1,tidak banget anjing netizen lapak belah nyuruh fan mbak shel ngehujat eh lapak mbak shel fan belah ngehujat wkwk minus otak
1000,"Asli gak ada attitude nya banget ini cewe,  kaget banget setelah nonton diyoutubenya @volix.media bareng marlo",hate speech,1,asli tidak attitude nya banget cewek kaget banget nonton diyoutubenya volixmedia bareng marlo
1001,"Belajar sama senior dulu kei, attitude lo kayaknya masih NOL BESAR deh.",hate speech,1,ajar senior kei attitude kayak nol deh
1002,lo gapunya attitude soalnya,hate speech,1,gapunya attitude
1003,Tombol report -------->,hate speech,1,tombol lapor
1004,"Emang kelihatan ngk punya adab, penyanyi Banyak Gimik anjir",hate speech,1,emang lihat tidak adab nyanyi gimik anjir
1005,anjing SOK ASIK,hate speech,1,anjing sok asik
1006,"Minimal kalau ga bisa highnote benar pas live, attitude nya aja yangg benar",hate speech,1,minimal tidak highnote pa live attitude nya yangg
1007,"oh ini anak kemarin sore yang gaada etika, kok bisa sih idol lolosin kek gini ni! Suara Biasa aja kelakuan konyol!",hate speech,1,oh anak kemarin sore tidak etika sih idol lolosin ni suara laku konyol
1008,wkwk belajar manners dulu  sebelum jadi penyanyi ya goblok,hate speech,1,wkwk ajar manner nyanyi ya goblok
1009,"paling bentar lagi minta maaf dah abis itu kelar,c uma jadi ketahuan etika nya sama suara nya sama sama fals",hate speech,1,bentar maaf habis kelarc uma etika nya suara nya fals
1010,"Dari awal liat diawaktu podcast siapa gitu kaki nya dinaikin aja aku udah ngerasa dia gak sopan banget ya, dan sekarang malah bilang cok loh itu gak sopan banget key!",hate speech,1,lihat diawaktu podcast kaki nya dinaikin tidak sopan banget ya bilang cok loh tidak sopan banget key
1011,Untung dari dulu aku emang benci lu wkwk,hate speech,1,untung emang benci wkwk
1012,PERCUMA SANA SINI tapi GAK PuNYA ATTITUDE,hate speech,1,tidak attitude
1013,"Orang nggak punya attitude sama etika begini nih jadinya, nggak punya adab",hate speech,1,orang tidak attitude etika nih tidak adab
1014,oh ini orang yang kalau ngomong ga mikir? ga mikir apa ga punya pikiran?,hate speech,1,oh orang ngomong tidak berfikir tidak berfikir tidak pikir
1015,Minimal belajar dulu jokes yang sopan dan santun dan enak di dengar dek,hate speech,1,minimal ajar joke sopan santun enak dengar dek
